es_code	es_name	gene_id	gene_id_type	confidence	evidence_source	functional_role	pathway_context	notes
2.1.1.1	Decomposing wastes or polluting substances	Bac_luciferase	Pfam	0.55	kegg_decoder+literature	producer	FMNH2-dependent monooxygenase	Alkanal monooxygenase/luciferase-like; oxidizes long-chain aldehydes and aromatic compounds
2.1.1.1	Decomposing wastes or polluting substances	FAA_hydrolase	Pfam	0.50	kegg_decoder+literature	producer	Aromatic amino acid degradation	Fumarylacetoacetate hydrolase; tyrosine/phenylalanine catabolism; aromatic ring processing
2.1.1.1	Decomposing wastes or polluting substances	Semialdhyde_dh	Pfam	0.50	kegg_decoder+literature	producer	Semialdehyde oxidation	Semialdehyde dehydrogenase; oxidizes succinic/glutamic semialdehydes; amino acid/xenobiotic catabolism
2.1.1.1	Decomposing wastes or polluting substances	PhyH	Pfam	0.50	kegg_decoder+literature	producer	Phytanoyl-CoA/Fe2OG dioxygenase	PhyH dioxygenase superfamily; phytanic acid degradation; branched-chain fatty acid oxidation
2.1.1.1	Decomposing wastes or polluting substances	Peptidase_M28	Pfam	0.45	kegg_decoder+literature	producer	Aminopeptidase/carboxypeptidase	M28 metallopeptidase; broad peptide hydrolysis; protein/xenobiotic peptide turnover
2.1.1.1	Decomposing wastes or polluting substances	Acyl_transf_3	Pfam	0.45	kegg_decoder+literature	producer	Acyltransferase	Acyltransferase family 3; lipid modification and xenobiotic acylation
2.3.5.1	Controlling the chemical quality of freshwater	MoCF_biosynth	Pfam	0.50	kegg_decoder+literature	transformer	Molybdenum cofactor biosynthesis	MoCF biosynthesis; molybdopterin required for nitrate reductase, DMSO reductase; N/S cycling enabler
2.3.5.1	Controlling the chemical quality of freshwater	Aminotran_4	Pfam	0.45	kegg_decoder+literature	transformer	Nitrogen cycling	Class IV aminotransferase; D-amino acid/branched-chain aminotransferases; N compound cycling
2.3.5.1	Controlling the chemical quality of freshwater	PLDc_2	Pfam	0.45	kegg_decoder+literature	transformer	Phospholipase D / P cycling	Phospholipase D; phospholipid hydrolysis; releases phosphate; P cycling
2.3.5.1	Controlling the chemical quality of freshwater	DctP	Pfam	0.45	kegg_decoder+literature	consumer	TRAP dicarboxylate transport	DctP TRAP transporter SBP; C4-dicarboxylate import; organic acid cycling in freshwater
2.3.4.2	Ensuring the organic matter in our soils is maintained	Polysacc_deac_1	Pfam	0.50	kegg_decoder+literature	transformer	Chitin/PG deacetylation	Polysaccharide deacetylase; chitin/peptidoglycan deacetylation; organic matter modification
2.3.4.2	Ensuring the organic matter in our soils is maintained	ketoacyl-synt	Pfam	0.45	kegg_decoder+literature	transformer	Polyketide/fatty acid synthesis	Beta-ketoacyl synthase; polyketide and fatty acid biosynthesis; secondary metabolite production
2.3.4.2	Ensuring the organic matter in our soils is maintained	Ketoacyl-synt_C	Pfam	0.45	kegg_decoder+literature	transformer	Polyketide/fatty acid synthesis	Beta-ketoacyl synthase C-terminal; co-occurs with ketoacyl-synt
2.3.4.2	Ensuring the organic matter in our soils is maintained	Glyco_transf_9	Pfam	0.45	kegg_decoder+literature	producer	GT9 heptosyltransferase	Glycosyltransferase family 9; LPS/EPS biosynthesis; polysaccharide production
2.3.3.2	Controlling disease	Bac_surface_Ag	Pfam	0.45	kegg_decoder+literature	inhibitor	Surface antigen/virulence factor	Bacterial surface antigen; adhesin; pathogenicity and virulence indicator
2.3.3.2	Controlling disease	HNH	Pfam	0.45	kegg_decoder+literature	inhibitor	Endonuclease/MGE	HNH endonuclease; in colicins, homing endonucleases, and phage; MGE indicator
2.3.3.2	Controlling disease	Chorismate_bind	Pfam	0.45	kegg_decoder+literature	transformer	Siderophore biosynthesis	Isochorismatase; chorismate → isochorismate for enterobactin siderophore and menaquinone
2.3.6.1	Regulating our global climate	Carboxyl_trans	Pfam	0.45	kegg_decoder+literature	producer	Carboxyl transfer / C fixation	Carboxyl transferase domain; acetyl-CoA carboxylase/pyruvate carboxylase; C fixation-adjacent
